taxon_id	organism_count
NCBITaxon:1002691	3
NCBITaxon:100272	23
NCBITaxon:1002795	1
NCBITaxon:1002870	2
NCBITaxon:1003	3
NCBITaxon:1003031	1
NCBITaxon:1003076	1
NCBITaxon:1003091	1
NCBITaxon:1003092	1
NCBITaxon:1003110	5
NCBITaxon:1003114	1
NCBITaxon:1003181	11
NCBITaxon:1003185	1
NCBITaxon:1003186	1
NCBITaxon:1003187	1
NCBITaxon:1003188	1
NCBITaxon:1003189	1
NCBITaxon:1003190	1
NCBITaxon:1003191	1
NCBITaxon:1003192	1
NCBITaxon:1003195	2
NCBITaxon:1003200	1
NCBITaxon:1003201	1
NCBITaxon:1003202	1
NCBITaxon:1003237	1
NCBITaxon:100367	1
NCBITaxon:1003997	4
NCBITaxon:1004	11
NCBITaxon:1004150	1
NCBITaxon:1004159	1
NCBITaxon:1004165	1
NCBITaxon:1004166	1
NCBITaxon:1004253	1
NCBITaxon:1004254	1
NCBITaxon:1004260	2
NCBITaxon:1004261	3
NCBITaxon:1004279	4
NCBITaxon:1004302	1
NCBITaxon:1004304	3
NCBITaxon:1004316	4
NCBITaxon:1004322	3
NCBITaxon:1004326	4
NCBITaxon:1004481	1
NCBITaxon:1004583	2
NCBITaxon:100468	18
NCBITaxon:100469	5
NCBITaxon:1004785	1
NCBITaxon:1004786	2
NCBITaxon:1004787	1
NCBITaxon:1004788	2
NCBITaxon:100480	1
NCBITaxon:1004901	1
NCBITaxon:1004953	1
NCBITaxon:1004954	2
NCBITaxon:1004955	1
NCBITaxon:1004956	1
NCBITaxon:1004957	1
NCBITaxon:1005043	1
NCBITaxon:1005057	1
NCBITaxon:1005090	1
NCBITaxon:1005394	4
NCBITaxon:1005395	1
NCBITaxon:1005665	5
NCBITaxon:1005667	1
NCBITaxon:1005706	1
NCBITaxon:1005722	3
NCBITaxon:1005738	1
NCBITaxon:1005740	3
NCBITaxon:1005925	1
NCBITaxon:1005926	6
NCBITaxon:1005928	4
NCBITaxon:1005944	5
NCBITaxon:1005945	5
NCBITaxon:1005962	4
NCBITaxon:1005996	1
NCBITaxon:1005999	2
NCBITaxon:1006	15
NCBITaxon:1006003	4
NCBITaxon:1006004	1
NCBITaxon:1006155	7
NCBITaxon:1006466	1
NCBITaxon:1006543	1
NCBITaxon:1006551	2
NCBITaxon:1006554	3
NCBITaxon:1006576	5
NCBITaxon:1006623	4
NCBITaxon:1007064	1
NCBITaxon:1007082	2
NCBITaxon:1007084	3
NCBITaxon:1007089	1
NCBITaxon:1007092	5
NCBITaxon:1007095	1
NCBITaxon:1007097	5
NCBITaxon:1007098	3
NCBITaxon:1007099	3
NCBITaxon:1007121	1
NCBITaxon:1007122	1
NCBITaxon:1007123	1
NCBITaxon:1007124	1
NCBITaxon:100715	3
NCBITaxon:1007511	5
NCBITaxon:1007516	3
NCBITaxon:100756	2
NCBITaxon:100761	1
NCBITaxon:1007676	2
NCBITaxon:100787	5
NCBITaxon:1008	64
NCBITaxon:1008152	2
NCBITaxon:1008153	4
NCBITaxon:100816	1
NCBITaxon:1008297	1
NCBITaxon:1008298	1
NCBITaxon:1008305	1
NCBITaxon:1008307	2
NCBITaxon:1008308	3
NCBITaxon:1008382	1
NCBITaxon:1008392	3
NCBITaxon:100861	2
NCBITaxon:100870	1
NCBITaxon:100883	2
NCBITaxon:100884	27
NCBITaxon:100886	52
NCBITaxon:100901	1
NCBITaxon:100902	2
NCBITaxon:1009370	1
NCBITaxon:100951	5
NCBITaxon:1009682	1
NCBITaxon:1009714	1
NCBITaxon:1009856	1
NCBITaxon:1009857	1
NCBITaxon:1009858	1
NCBITaxon:1009859	1
NCBITaxon:100994	1
NCBITaxon:100995	1
NCBITaxon:101	1
NCBITaxon:1010	8
NCBITaxon:101002	1
NCBITaxon:101028	5
NCBITaxon:101059	3
NCBITaxon:1010610	3
NCBITaxon:1010611	4
NCBITaxon:1010676	2
NCBITaxon:101070	5
NCBITaxon:1010804	1
NCBITaxon:1010805	1
NCBITaxon:1010806	1
NCBITaxon:1010807	1
NCBITaxon:1010808	1
NCBITaxon:1010809	1
NCBITaxon:1010810	1
NCBITaxon:1010811	1
NCBITaxon:1010812	1
NCBITaxon:1010813	1
NCBITaxon:1010834	1
NCBITaxon:1010838	1
NCBITaxon:101089	5
NCBITaxon:101090	1
NCBITaxon:101091	2
NCBITaxon:101093	1
NCBITaxon:101096	5
NCBITaxon:101097	2
NCBITaxon:101098	2
NCBITaxon:101101	1
NCBITaxon:101103	6
NCBITaxon:101105	13
NCBITaxon:101107	1
NCBITaxon:101110	2
NCBITaxon:101113	1
NCBITaxon:101115	1
NCBITaxon:101117	2
NCBITaxon:101119	2
NCBITaxon:101122	3
NCBITaxon:101123	1
NCBITaxon:101125	1
NCBITaxon:101127	2
NCBITaxon:101128	1
NCBITaxon:101130	3
NCBITaxon:101132	1
NCBITaxon:101134	3
NCBITaxon:101136	8
NCBITaxon:101138	1
NCBITaxon:101142	4
NCBITaxon:101143	4
NCBITaxon:101144	2
NCBITaxon:101162	1
NCBITaxon:101191	1
NCBITaxon:101192	1
NCBITaxon:101201	6
NCBITaxon:101383	2
NCBITaxon:101385	2
NCBITaxon:1014	40
NCBITaxon:1014042	1
NCBITaxon:1014554	1
NCBITaxon:101475	1
NCBITaxon:101480	4
NCBITaxon:101488	1
NCBITaxon:101489	3
NCBITaxon:1015	74
NCBITaxon:101513	1
NCBITaxon:101563	4
NCBITaxon:101564	12
NCBITaxon:101571	300
NCBITaxon:1016	26
NCBITaxon:1016838	1
NCBITaxon:1016849	1
NCBITaxon:101689	2
NCBITaxon:1016997	1
NCBITaxon:1016998	1
NCBITaxon:1017	27
NCBITaxon:1017095	1
NCBITaxon:1017177	3
NCBITaxon:1017181	3
NCBITaxon:1017184	6
NCBITaxon:101719	3
NCBITaxon:1017261	1
NCBITaxon:1017270	1
NCBITaxon:1017273	2
NCBITaxon:1017280	3
NCBITaxon:1017351	2
NCBITaxon:1017354	3
NCBITaxon:1018	54
NCBITaxon:101854	1
NCBITaxon:1019	74
NCBITaxon:101924	2
NCBITaxon:102	2
NCBITaxon:1021	4
NCBITaxon:102106	184
NCBITaxon:102109	1
NCBITaxon:102120	1
NCBITaxon:102129	1
NCBITaxon:102134	3
NCBITaxon:102148	10
NCBITaxon:102170	3
NCBITaxon:1022	4
NCBITaxon:102226	6
NCBITaxon:102227	6
NCBITaxon:102232	1
NCBITaxon:102234	1
NCBITaxon:102235	1
NCBITaxon:1025	5
NCBITaxon:1026	4
NCBITaxon:102618	3
NCBITaxon:102684	106
NCBITaxon:1026882	1
NCBITaxon:1026983	1
NCBITaxon:1026984	1
NCBITaxon:1027	3
NCBITaxon:1027249	3
NCBITaxon:1027271	2
NCBITaxon:1027273	1
NCBITaxon:1027396	1
NCBITaxon:1027633	3
NCBITaxon:1027986	1
NCBITaxon:1028	6
NCBITaxon:1028214	1
NCBITaxon:1028288	1
NCBITaxon:1028339	1
NCBITaxon:1028346	1
NCBITaxon:1028407	1
NCBITaxon:1028433	1
NCBITaxon:1028490	1
NCBITaxon:102862	41
NCBITaxon:1028742	1
NCBITaxon:1028743	1
NCBITaxon:1028745	2
NCBITaxon:1028746	2
NCBITaxon:1028749	1
NCBITaxon:1028750	4
NCBITaxon:1028752	2
NCBITaxon:1028799	1
NCBITaxon:1028800	2
NCBITaxon:1028801	2
NCBITaxon:102884	2
NCBITaxon:102886	4
NCBITaxon:1029783	2
NCBITaxon:1029812	1
NCBITaxon:1029813	1
NCBITaxon:1029814	1
NCBITaxon:1029815	1
NCBITaxon:1029816	1
NCBITaxon:1029817	1
NCBITaxon:1029818	1
NCBITaxon:1029819	1
NCBITaxon:1029820	1
NCBITaxon:1029821	1
NCBITaxon:1029825	1
NCBITaxon:1029977	1
NCBITaxon:1029978	1
NCBITaxon:1029979	1
NCBITaxon:1029980	1
NCBITaxon:1029981	1
NCBITaxon:1029982	1
NCBITaxon:1029983	2
NCBITaxon:1029984	1
NCBITaxon:1029985	1
NCBITaxon:1029986	1
NCBITaxon:1029989	1
NCBITaxon:1029990	1
NCBITaxon:1029996	1
NCBITaxon:1029997	1
NCBITaxon:1029998	1
NCBITaxon:1029999	1
NCBITaxon:103	5
NCBITaxon:1030	3
NCBITaxon:1030000	1
NCBITaxon:1030001	1
NCBITaxon:1030002	1
NCBITaxon:1030003	1
NCBITaxon:1030004	1
NCBITaxon:1030005	1
NCBITaxon:1030006	1
NCBITaxon:1030007	1
NCBITaxon:1030009	1
NCBITaxon:1030529	1
NCBITaxon:1031	1
NCBITaxon:1031224	1
NCBITaxon:1031273	1
NCBITaxon:1031536	1
NCBITaxon:1031537	5
NCBITaxon:1031538	2
NCBITaxon:1031540	4
NCBITaxon:1031541	3
NCBITaxon:1031542	12
NCBITaxon:1031564	1
NCBITaxon:1031594	4
NCBITaxon:1031713	63
NCBITaxon:1031739	1
NCBITaxon:1031746	1
NCBITaxon:1031752	1
NCBITaxon:1031754	1
NCBITaxon:1032066	2
NCBITaxon:1032070	1
NCBITaxon:1032071	1
NCBITaxon:1032072	1
NCBITaxon:1032238	2
NCBITaxon:1032239	2
NCBITaxon:1032242	1
NCBITaxon:1032243	9
NCBITaxon:103232	30
NCBITaxon:1032475	1
NCBITaxon:1032476	3
NCBITaxon:1032623	3
NCBITaxon:1032661	1
NCBITaxon:1032845	1
NCBITaxon:1032866	1
NCBITaxon:1032867	1
NCBITaxon:1032868	1
NCBITaxon:1032869	1
NCBITaxon:1033	6
NCBITaxon:1033008	1
NCBITaxon:1033014	1
NCBITaxon:1033177	1
NCBITaxon:1033242	1
NCBITaxon:1033247	1
NCBITaxon:1033252	1
NCBITaxon:1033263	1
NCBITaxon:1033281	1
NCBITaxon:1033282	1
NCBITaxon:1033304	1
NCBITaxon:1033305	1
NCBITaxon:1033307	1
NCBITaxon:1033730	1
NCBITaxon:1033731	1
NCBITaxon:1033734	5
NCBITaxon:1033736	4
NCBITaxon:1033739	3
NCBITaxon:1033740	4
NCBITaxon:1033741	4
NCBITaxon:1033743	1
NCBITaxon:103378	2
NCBITaxon:103380	1
NCBITaxon:1033806	1
NCBITaxon:1033833	1
NCBITaxon:1033838	1
NCBITaxon:1033846	3
NCBITaxon:103385	1
NCBITaxon:1033854	5
NCBITaxon:1033992	1
NCBITaxon:1034	6
NCBITaxon:103428	1
NCBITaxon:103429	2
NCBITaxon:1034302	1
NCBITaxon:1034303	1
NCBITaxon:1034304	1
NCBITaxon:1034346	6
NCBITaxon:103441	5
NCBITaxon:1034471	3
NCBITaxon:1034831	1
NCBITaxon:1034943	3
NCBITaxon:1034944	3
NCBITaxon:1035	20
NCBITaxon:1035043	4
NCBITaxon:1035067	2
NCBITaxon:1035112	1
NCBITaxon:1035120	1
NCBITaxon:1035184	1
NCBITaxon:1035193	1
NCBITaxon:1035196	2
NCBITaxon:1035197	1
NCBITaxon:1035271	15
NCBITaxon:1035309	1
NCBITaxon:1035707	3
NCBITaxon:1035800	2
NCBITaxon:1035817	1
NCBITaxon:1035839	1
NCBITaxon:1035890	1
NCBITaxon:1036020	4
NCBITaxon:1036132	2
NCBITaxon:1036133	1
NCBITaxon:1036171	1
NCBITaxon:1036177	1
NCBITaxon:103618	3
NCBITaxon:1036180	1
NCBITaxon:1036181	3
NCBITaxon:1036182	3
NCBITaxon:103621	23
NCBITaxon:1036672	1
NCBITaxon:1036677	1
NCBITaxon:1036678	3
NCBITaxon:1036679	3
NCBITaxon:1036732	1
NCBITaxon:1036735	1
NCBITaxon:1036738	1
NCBITaxon:1036778	4
NCBITaxon:1036779	3
NCBITaxon:1036780	6
NCBITaxon:103690	9
NCBITaxon:103721	1
NCBITaxon:103725	7
NCBITaxon:1037256	1
NCBITaxon:1037257	1
NCBITaxon:1037258	1
NCBITaxon:1037259	1
NCBITaxon:1037261	1
NCBITaxon:1037262	1
NCBITaxon:103728	7
NCBITaxon:103729	8
NCBITaxon:103730	6
NCBITaxon:103731	5
NCBITaxon:103732	8
NCBITaxon:1037320	1
NCBITaxon:103733	8
NCBITaxon:103734	7
NCBITaxon:1037362	5
NCBITaxon:1037377	5
NCBITaxon:1037380	2
NCBITaxon:1037382	3
NCBITaxon:1037410	1
NCBITaxon:1037412	1
NCBITaxon:1037452	1
NCBITaxon:1037527	1
NCBITaxon:1037528	1
NCBITaxon:1037680	3
NCBITaxon:1037908	3
NCBITaxon:1037911	1
NCBITaxon:103796	121
NCBITaxon:1038014	3
NCBITaxon:103810	52
NCBITaxon:103815	5
NCBITaxon:103816	30
NCBITaxon:103817	24
NCBITaxon:103836	10
NCBITaxon:103837	3
NCBITaxon:103838	6
NCBITaxon:103855	74
NCBITaxon:1038693	1
NCBITaxon:1038844	3
NCBITaxon:1038845	1
NCBITaxon:1038856	1
NCBITaxon:1038857	1
NCBITaxon:1038859	1
NCBITaxon:1038869	2
NCBITaxon:1038870	1
NCBITaxon:1038904	2
NCBITaxon:103891	4
NCBITaxon:103892	9
NCBITaxon:1038921	4
NCBITaxon:1038927	5
NCBITaxon:1038928	7
NCBITaxon:1038929	1
NCBITaxon:103985	1
NCBITaxon:104	6
NCBITaxon:1040638	1
NCBITaxon:1040648	1
NCBITaxon:104087	62
NCBITaxon:104097	3
NCBITaxon:1040978	1
NCBITaxon:1040979	1
NCBITaxon:104098	3
NCBITaxon:104099	6
NCBITaxon:1041	18
NCBITaxon:104100	3
NCBITaxon:104101	15
NCBITaxon:104102	35
NCBITaxon:1041138	1
NCBITaxon:1041142	1
NCBITaxon:1041147	1
NCBITaxon:1041156	1
NCBITaxon:1041159	1
NCBITaxon:1041577	1
NCBITaxon:1041602	1
NCBITaxon:1041604	1
NCBITaxon:1041605	1
NCBITaxon:1041606	1
NCBITaxon:1041607	2
NCBITaxon:1041608	1
NCBITaxon:1041609	1
NCBITaxon:1041610	1
NCBITaxon:1041611	1
NCBITaxon:1041612	1
NCBITaxon:1041613	1
NCBITaxon:1041641	4
NCBITaxon:104175	2
NCBITaxon:1041766	1
NCBITaxon:1041768	1
NCBITaxon:104179	2
NCBITaxon:104198	1
NCBITaxon:1042	5
NCBITaxon:104205	5
NCBITaxon:104206	4
NCBITaxon:1042160	1
NCBITaxon:1042163	1
NCBITaxon:1042209	1
NCBITaxon:104221	1
NCBITaxon:1042321	3
NCBITaxon:1042323	1
NCBITaxon:1042324	1
NCBITaxon:1042376	1
NCBITaxon:104239	2
NCBITaxon:1042399	1
NCBITaxon:1042400	1
NCBITaxon:1042402	1
NCBITaxon:1042403	1
NCBITaxon:104259	2
NCBITaxon:104260	1
NCBITaxon:104262	1
NCBITaxon:104264	4
NCBITaxon:104267	3
NCBITaxon:104268	6
NCBITaxon:104269	6
NCBITaxon:104270	22
NCBITaxon:1042803	1
NCBITaxon:1042804	1
NCBITaxon:1042828	1
NCBITaxon:1042852	1
NCBITaxon:1042873	1
NCBITaxon:1042874	1
NCBITaxon:1042875	1
NCBITaxon:1042878	1
NCBITaxon:1042953	1
NCBITaxon:1042984	4
NCBITaxon:1043002	1
NCBITaxon:1043003	1
NCBITaxon:1043004	1
NCBITaxon:1043005	1
NCBITaxon:1043168	3
NCBITaxon:1043206	1
NCBITaxon:104336	9
NCBITaxon:104341	6
NCBITaxon:1043493	3
NCBITaxon:104355	2
NCBITaxon:104397	4
NCBITaxon:1044	7
NCBITaxon:104402	1
NCBITaxon:104405	4
NCBITaxon:104408	2
NCBITaxon:104409	1
NCBITaxon:104411	6
NCBITaxon:104414	2
NCBITaxon:104416	2
NCBITaxon:1045004	2
NCBITaxon:1045010	11
NCBITaxon:1045317	2
NCBITaxon:1045383	1
NCBITaxon:1045501	4
NCBITaxon:1045558	2
NCBITaxon:1045764	4
NCBITaxon:1045773	3
NCBITaxon:1045774	3
NCBITaxon:1045775	3
NCBITaxon:1045776	4
NCBITaxon:1045865	2
NCBITaxon:1046	10
NCBITaxon:1046043	2
NCBITaxon:104609	8
NCBITaxon:1046114	1
NCBITaxon:1046115	3
NCBITaxon:1046128	1
NCBITaxon:104623	2
NCBITaxon:1046240	1
NCBITaxon:104628	17
NCBITaxon:1046555	2
NCBITaxon:1046556	4
NCBITaxon:1046581	1
NCBITaxon:1046596	4
NCBITaxon:104662	4
NCBITaxon:1046624	1
NCBITaxon:1046626	1
NCBITaxon:1046627	1
NCBITaxon:104663	7
NCBITaxon:1046632	1
NCBITaxon:104675	1
NCBITaxon:1046750	1
NCBITaxon:104676	5
NCBITaxon:104677	6
NCBITaxon:104678	5
NCBITaxon:104679	6
NCBITaxon:1046933	18
NCBITaxon:1046934	1
NCBITaxon:1046935	2
NCBITaxon:1046938	1
NCBITaxon:1046948	1
NCBITaxon:1046949	1
NCBITaxon:1046952	2
NCBITaxon:1046954	2
NCBITaxon:1046955	2
NCBITaxon:1046956	2
NCBITaxon:1046957	2
NCBITaxon:1046958	2
NCBITaxon:1046959	2
NCBITaxon:1046960	2
NCBITaxon:1046961	2
NCBITaxon:1046962	2
NCBITaxon:1046963	2
NCBITaxon:1046964	2
NCBITaxon:1046965	2
NCBITaxon:1046966	2
NCBITaxon:1046967	2
NCBITaxon:1046970	2
NCBITaxon:1046971	2
NCBITaxon:1046972	2
NCBITaxon:1046973	2
NCBITaxon:1046975	3
NCBITaxon:1046980	3
NCBITaxon:1046982	2
NCBITaxon:1046983	2
NCBITaxon:1046984	2
NCBITaxon:1046986	1
NCBITaxon:1046988	1
NCBITaxon:1046991	2
NCBITaxon:1046997	1
NCBITaxon:1047003	1
NCBITaxon:1047004	1
NCBITaxon:1047006	2
NCBITaxon:1047007	2
NCBITaxon:1047008	1
NCBITaxon:1047009	1
NCBITaxon:1047012	2
NCBITaxon:1047013	2
NCBITaxon:1047014	2
NCBITaxon:1047015	2
NCBITaxon:1047016	2
NCBITaxon:1047017	2
NCBITaxon:1047018	2
NCBITaxon:1047019	2
NCBITaxon:1047020	2
NCBITaxon:1047021	2
NCBITaxon:1047022	2
NCBITaxon:1047023	2
NCBITaxon:1047024	2
NCBITaxon:1047025	2
NCBITaxon:1047026	2
NCBITaxon:1047027	2
NCBITaxon:1047028	2
NCBITaxon:1047029	2
NCBITaxon:1047030	2
NCBITaxon:1047031	2
NCBITaxon:1047032	2
NCBITaxon:1047033	2
NCBITaxon:1047034	2
NCBITaxon:1047035	2
NCBITaxon:1047036	2
NCBITaxon:1047037	2
NCBITaxon:1047038	2
NCBITaxon:1047040	2
NCBITaxon:1047041	2
NCBITaxon:1047051	2
NCBITaxon:1047052	2
NCBITaxon:1047053	2
NCBITaxon:1047054	3
NCBITaxon:1047055	3
NCBITaxon:1047056	3
NCBITaxon:1047057	1
NCBITaxon:1047058	3
NCBITaxon:1047059	3
NCBITaxon:1047060	3
NCBITaxon:1047061	3
NCBITaxon:1047062	1
NCBITaxon:1047063	2
NCBITaxon:1047064	1
NCBITaxon:1047066	2
NCBITaxon:1047067	1
NCBITaxon:1047068	5
NCBITaxon:1047069	2
NCBITaxon:1047070	2
NCBITaxon:1047071	1
NCBITaxon:1047072	1
NCBITaxon:1047073	2
NCBITaxon:1047074	1
NCBITaxon:1047075	1
NCBITaxon:1047076	2
NCBITaxon:1047077	2
NCBITaxon:1047078	2
NCBITaxon:1047079	2
NCBITaxon:1047080	2
NCBITaxon:1047081	2
NCBITaxon:1047085	1
NCBITaxon:1047168	2
NCBITaxon:1047171	205
NCBITaxon:1048	4
NCBITaxon:1048205	2
NCBITaxon:1048221	1
NCBITaxon:1048245	2
NCBITaxon:1048254	3
NCBITaxon:1048256	1
NCBITaxon:1048259	1
NCBITaxon:1048265	1
NCBITaxon:1048266	1
NCBITaxon:1048331	1
NCBITaxon:1048334	1
NCBITaxon:1048335	1
NCBITaxon:1048340	3
NCBITaxon:1048357	4
NCBITaxon:1048394	4
NCBITaxon:1048396	2
NCBITaxon:1048519	2
NCBITaxon:1048532	1
NCBITaxon:1048642	1
NCBITaxon:1048689	1
NCBITaxon:1048752	2
NCBITaxon:1048753	3
NCBITaxon:1048765	1
NCBITaxon:1048834	1
NCBITaxon:1048955	2
NCBITaxon:1048983	1
NCBITaxon:1049	43
NCBITaxon:1049199	4
NCBITaxon:1049289	1
NCBITaxon:104955	3
NCBITaxon:1049557	2
NCBITaxon:1049582	1
NCBITaxon:1049583	7
NCBITaxon:1049759	1
NCBITaxon:1049762	1
NCBITaxon:1049765	1
NCBITaxon:1049766	1
NCBITaxon:1049767	1
NCBITaxon:1049773	1
NCBITaxon:1049776	1
NCBITaxon:1049780	1
NCBITaxon:1049781	1
NCBITaxon:1049782	1
NCBITaxon:1049786	1
NCBITaxon:1049789	1
NCBITaxon:1049790	1
NCBITaxon:1049795	1
NCBITaxon:1049801	1
NCBITaxon:1049802	1
NCBITaxon:1049803	1
NCBITaxon:1049804	1
NCBITaxon:1049805	1
NCBITaxon:1049806	1
NCBITaxon:1049807	1
NCBITaxon:1049814	1
NCBITaxon:1049815	1
NCBITaxon:1049819	1
NCBITaxon:1049820	1
NCBITaxon:1049821	1
NCBITaxon:1049902	1
NCBITaxon:1049903	1
NCBITaxon:1049904	1
NCBITaxon:1049905	1
NCBITaxon:1049906	1
NCBITaxon:1049907	1
NCBITaxon:1049908	1
NCBITaxon:1049909	1
NCBITaxon:1049910	1
NCBITaxon:1049911	1
NCBITaxon:1049912	1
NCBITaxon:1049913	1
NCBITaxon:1049920	1
NCBITaxon:1049921	1
NCBITaxon:1049922	1
NCBITaxon:1049923	1
NCBITaxon:1049924	1
NCBITaxon:1049925	1
NCBITaxon:1049926	1
NCBITaxon:1049927	1
NCBITaxon:1049928	1
NCBITaxon:1049929	1
NCBITaxon:1049930	1
NCBITaxon:1049931	1
NCBITaxon:1049932	1
NCBITaxon:1049933	1
NCBITaxon:1049934	1
NCBITaxon:1049935	1
NCBITaxon:1049936	1
NCBITaxon:1049937	1
NCBITaxon:1049938	1
NCBITaxon:1049939	1
NCBITaxon:1049940	1
NCBITaxon:1049941	1
NCBITaxon:1049942	1
NCBITaxon:1049943	1
NCBITaxon:1049944	1
NCBITaxon:1049945	1
NCBITaxon:1049946	1
NCBITaxon:1049947	1
NCBITaxon:1049955	1
NCBITaxon:1049961	1
NCBITaxon:1049962	1
NCBITaxon:1049964	1
NCBITaxon:1049966	1
NCBITaxon:1049968	1
NCBITaxon:1049969	1
NCBITaxon:1049970	1
NCBITaxon:1049971	1
NCBITaxon:1049972	2
NCBITaxon:1049973	1
NCBITaxon:1049974	1
NCBITaxon:1049976	1
NCBITaxon:1049977	1
NCBITaxon:1049978	1
NCBITaxon:1049979	1
NCBITaxon:1049980	1
NCBITaxon:1049981	1
NCBITaxon:1049982	1
NCBITaxon:1049983	1
NCBITaxon:1049984	1
NCBITaxon:1049985	1
NCBITaxon:1049986	1
NCBITaxon:105	1
NCBITaxon:1050	2
NCBITaxon:1050105	4
NCBITaxon:1050107	5
NCBITaxon:1050153	3
NCBITaxon:1050174	3
NCBITaxon:1050190	11
NCBITaxon:1050193	5
NCBITaxon:1050198	2
NCBITaxon:1050199	8
NCBITaxon:1050202	1
NCBITaxon:1050220	1
NCBITaxon:105061	1
NCBITaxon:1051006	1
NCBITaxon:1051055	1
NCBITaxon:1051056	1
NCBITaxon:1051057	1
NCBITaxon:1051058	1
NCBITaxon:1051059	1
NCBITaxon:1051060	1
NCBITaxon:1051061	1
NCBITaxon:1051062	1
NCBITaxon:1051072	2
NCBITaxon:1051139	1
NCBITaxon:1051347	1
NCBITaxon:105135	6
NCBITaxon:1051501	1
NCBITaxon:1051531	3
NCBITaxon:1051613	1
NCBITaxon:1051616	1
NCBITaxon:1051626	3
NCBITaxon:1051629	1
NCBITaxon:1051650	2
NCBITaxon:1051653	2
NCBITaxon:1051654	1
NCBITaxon:1051660	1
NCBITaxon:1051661	1
NCBITaxon:1051662	1
NCBITaxon:1051663	2
NCBITaxon:105179	1
NCBITaxon:105187	5
NCBITaxon:1051890	1
NCBITaxon:1051899	1
NCBITaxon:1051973	1
NCBITaxon:1051981	1
NCBITaxon:1052	2
NCBITaxon:1052014	2
NCBITaxon:1052017	3
NCBITaxon:1052093	1
NCBITaxon:1052096	1
NCBITaxon:1052145	1
NCBITaxon:105219	13
NCBITaxon:1052197	20
NCBITaxon:1052209	3
NCBITaxon:1052210	1
NCBITaxon:1052257	4
NCBITaxon:1052258	3
NCBITaxon:1052259	5
NCBITaxon:1052260	4
NCBITaxon:105229	19
NCBITaxon:1052588	1
NCBITaxon:1052677	1
NCBITaxon:1052680	2
NCBITaxon:1052681	1
NCBITaxon:1052682	1
NCBITaxon:1052685	2
NCBITaxon:1052808	3
NCBITaxon:1052809	1
NCBITaxon:1052811	4
NCBITaxon:1052812	3
NCBITaxon:1052813	4
NCBITaxon:1052814	3
NCBITaxon:1052815	3
NCBITaxon:1052817	2
NCBITaxon:1052827	1
NCBITaxon:1052829	1
NCBITaxon:1052879	1
NCBITaxon:1052880	1
NCBITaxon:1053	5
NCBITaxon:1053064	1
NCBITaxon:1053132	1
NCBITaxon:1053134	1
NCBITaxon:1053252	2
NCBITaxon:105351	2
NCBITaxon:1053547	6
NCBITaxon:1053551	4
NCBITaxon:1053647	2
NCBITaxon:1053688	2
NCBITaxon:1054	6
NCBITaxon:1054033	2
NCBITaxon:1054034	6
NCBITaxon:1054041	4
NCBITaxon:105420	4
NCBITaxon:1054202	2
NCBITaxon:1054211	1
NCBITaxon:105422	4
NCBITaxon:105425	3
NCBITaxon:1054297	1
NCBITaxon:1054497	1
NCBITaxon:1054498	5
NCBITaxon:1054550	3
NCBITaxon:105483	2
NCBITaxon:1054860	1
